Region,Location,Substation,Sample_ID,Sample_Year,Replicate,Units,Era,Parameter,Result
West Bay,L.WB01,S.WB01,2000.WB01,2000,0,%,2000s,Percent Silt and Clay (Calculated),37.4
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Gravel,0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Sand,4.66
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Sand (Calculated),4.66
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Silt,52.4
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),52.4
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Clay,42.9
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB02,S.WB02,2000.WB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),42.9
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Gravel,0.293
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Sand,16.4
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Sand (Calculated),16.4
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Silt,49.5
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Silt and Clay (Calculated),49.5
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Clay,33.9
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB03,S.WB03,2000.WB03,2000,0,%,2000s,Percent Silt and Clay (Calculated),33.9
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Gravel,0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Sand,1.26
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Sand (Calculated),1.26
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Silt,50.3
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),50.3
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Clay,48.4
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB04,S.WB04,2000.WB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),48.4
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Gravel,0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Sand,1.69
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Sand (Calculated),1.69
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Silt,58
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Silt and Clay (Calculated),58
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Clay,40.3
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB05,S.WB05,2000.WB05,2000,0,%,2000s,Percent Silt and Clay (Calculated),40.3
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Sand,98.5
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Sand (Calculated),98.5
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Silt and Clay,1.5
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Sand (Calculated),0
Cape Small,L.CS03Y,S.CS03,2000.CS03,2000,0,%,2000s,Percent Silt and Clay (Calculated),1.5
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Sand,23
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Sand (Calculated),23
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Silt and Clay,77
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2000.EB07,2000,0,%,2000s,Percent Silt and Clay (Calculated),77
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Sand,90.5
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Sand (Calculated),90.5
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Silt and Clay,9.5
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB02,S.OB02,2000.OB02,2000,0,%,2000s,Percent Silt and Clay (Calculated),9.5
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Sand,48.9
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Sand (Calculated),48.9
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Silt and Clay,51.1
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB04Y,S.OB04,2000.OB04,2000,0,%,2000s,Percent Silt and Clay (Calculated),51.1
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Sand,45.9
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Sand (Calculated),45.9
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Silt and Clay,54.1
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.SW01X,S.SW01,2000.SW01,2000,0,%,2000s,Percent Silt and Clay (Calculated),54.1
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Sand,44.1
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Sand (Calculated),44.1
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Silt and Clay,55.9
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.WB07Y,S.WB07,2000.WB07,2000,0,%,2000s,Percent Silt and Clay (Calculated),55.9
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Sand,67.8
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Sand (Calculated),67.8
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Silt and Clay,31
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.SW08,S.SW08,2000.SW08,2000,0,%,2000s,Percent Silt and Clay (Calculated),31
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Sand,95.6
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Sand (Calculated),95.6
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Silt and Clay,4.4
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Sand (Calculated),0
Cape Small,L.CS03X,S.CS03X,2001.CS03,2001,0,%,2000s,Percent Silt and Clay (Calculated),4.4
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Gravel,0.1
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Sand (Calculated),0
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Sand,77.495
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Sand (Calculated),77.495
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Silt,12.874
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Sand (Calculated),0
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Silt and Clay (Calculated),12.874
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Clay,9.531
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Sand (Calculated),0
Cape Small,L.CS04,S.CS04,2001.CS04,2001,0,%,2000s,Percent Silt and Clay (Calculated),9.531
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Sand,60.2
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Sand (Calculated),60.2
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Silt and Clay,39.8
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB03X,S.EB03X,2001.EB03,2001,0,%,2000s,Percent Silt and Clay (Calculated),39.8
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Gravel,0.231
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Sand,71.666
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Sand (Calculated),71.666
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Silt,14.859
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),14.859
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Clay,13.244
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB04,S.EB04,2001.EB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),13.244
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Gravel,0
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Sand,95.4
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Sand (Calculated),95.4
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Silt and Clay,4.6
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB06X,S.EB06X,2001.EB06.R,2001,0,%,2000s,Percent Silt and Clay (Calculated),4.6
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Gravel,0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Sand,34.93
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Sand (Calculated),34.93
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Silt,35.815
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Silt and Clay (Calculated),35.815
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Clay,29.256
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB06,S.EB06,2001.EB06,2002,0,%,2000s,Percent Silt and Clay (Calculated),29.256
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Gravel,0
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Sand,51.6
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Sand (Calculated),51.6
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Silt and Clay,48.4
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07,2002,0,%,2000s,Percent Silt and Clay (Calculated),48.4
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Gravel,0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Sand,8.33
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Sand (Calculated),8.33
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Silt,57.02
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Silt and Clay (Calculated),57.02
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Clay,34.65
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB07,S.EB07,2001.EB07.R,2002,-1,%,2000s,Percent Silt and Clay (Calculated),34.65
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Sand,14.6
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Sand (Calculated),14.6
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Silt and Clay,85.4
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB08,S.EB08,2001.EB08,2001,0,%,2000s,Percent Silt and Clay (Calculated),85.4
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Sand,40.3
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Sand (Calculated),40.3
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Silt and Clay,59.7
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Sand (Calculated),0
East Bay,L.EB09X,S.EB09X,2001.EB09,2001,0,%,2000s,Percent Silt and Clay (Calculated),59.7
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Sand,18.3
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Sand (Calculated),18.3
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Silt and Clay,81.7
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB02,S.IB02,2001.IB02,2001,0,%,2000s,Percent Silt and Clay (Calculated),81.7
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Sand,26.3
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Sand (Calculated),26.3
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Silt and Clay,73.8
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB03X,S.IB03,2001.IB03,2001,0,%,2000s,Percent Silt and Clay (Calculated),73.8
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Sand,16.5
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Sand (Calculated),16.5
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Silt and Clay,83.5
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB04,S.IB04,2001.IB04,2001,0,%,2000s,Percent Silt and Clay (Calculated),83.5
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Sand,21
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Sand (Calculated),21
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Silt and Clay,79
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB04X,S.IB04X,2001.IB04.R,2001,0,%,2000s,Percent Silt and Clay (Calculated),79
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Gravel,0.427
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Sand,42.45
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Sand (Calculated),42.45
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Silt,27.92
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Silt and Clay (Calculated),27.92
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Clay,29.202
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB07Z,S.IB07Z,2001.IB07Z,2002,0,%,2000s,Percent Silt and Clay (Calculated),29.202
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Sand,2.6
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Sand (Calculated),2.6
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Silt and Clay,97.4
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB08,S.IB08,2001.IB08,2001,0,%,2000s,Percent Silt and Clay (Calculated),97.4
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Sand,9.1
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Sand (Calculated),9.1
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Silt and Clay,90.9
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Sand (Calculated),0
Inner Bay,L.IB09,S.IB09,2001.IB09,2001,0,%,2000s,Percent Silt and Clay (Calculated),90.9
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Gravel,0.059
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Sand,45.331
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Sand (Calculated),45.331
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Silt,27.541
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Silt and Clay (Calculated),27.541
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Clay,27.069
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB01,S.OB01,2001.OB01,2001,0,%,2000s,Percent Silt and Clay (Calculated),27.069
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Sand,56.5
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Sand (Calculated),56.5
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Silt and Clay,43.5
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB10X,S.OB10,2001.OB10,2001,0,%,2000s,Percent Silt and Clay (Calculated),43.5
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Gravel,34.173
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Sand,40.282
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Sand (Calculated),40.282
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Silt,12.108
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Silt and Clay (Calculated),12.108
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Clay,13.437
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB11F,S.OB11F,2001.OB11,2001,0,%,2000s,Percent Silt and Clay (Calculated),13.437
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Sand,36.6
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Sand (Calculated),36.6
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Silt and Clay,63.4
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Sand (Calculated),0
West Bay,L.OB13X,S.OB13X,2001.OB13,2001,0,%,2000s,Percent Silt and Clay (Calculated),63.4
Outer Bay,L.OB15,S.OB15,2001.OB15,2001,0,%,2000s,Percent Gravel,0.973
Outer Bay,L.OB15,S.OB15,2001.OB15,2001,0,%,2000s,Percent Sand (Calculated),0
Outer Bay,L.OB15,S.OB15,2001.OB15,2001,0,%,2000s,Percent Silt and Clay (Calculated),0
